order_id,customer_id,customer_name,product,quantity,order_date,store_location,unit_price,total_price
10731,849,David Brown,Smartwatch,2,2024-07-12,Toronto,200,400
10732,90,Emma Smith,Laptop,4,2025-11-10,Calgary,850,3400
10733,776,Alex Wilson,Smartwatch,3,2024-06-27,Calgary,200,600
10734,605,David Taylor,Keyboard,1,2024-05-27,Calgary,45,45
10735,1946,Mary Davis,Headphones,1,2025-04-09,Toronto,120,120
10736,970,Mary Williams,External Hard Drive,1,2025-07-22,Toronto,95,95
10737,1626,James Williams,Mouse,4,2024-01-05,Calgary,30,120
10738,1022,James Davis,Monitor,4,2025-06-09,Calgary,300,1200
10739,418,John Miller,Monitor,1,2024-10-06,Ottawa,300,300
10740,115,Daniel Johnson,Laptop,1,2025-05-13,Montreal,850,850
10741,617,Alex Taylor,Bluetooth Speaker,1,2025-03-11,Ottawa,150,150
10742,1927,David Wilson,Headphones,4,2024-08-03,Montreal,120,480
10743,1220,Sarah Smith,External Hard Drive,4,2025-11-17,Montreal,95,380
10744,826,Sarah Miller,Laptop,2,2025-05-29,Calgary,850,1700
10745,1525,David Smith,Mouse,3,2024-05-16,Ottawa,30,90
10746,1650,Sarah Miller,Keyboard,4,2025-09-03,Montreal,45,180
10747,1517,Emma Taylor,Keyboard,1,2025-08-17,Montreal,45,45
10748,1099,Sarah Wilson,External Hard Drive,3,2024-10-06,Toronto,95,285
10749,413,David Garcia,External Hard Drive,4,2024-05-11,Montreal,95,380
10750,1400,Daniel Taylor,External Hard Drive,3,2025-01-27,Calgary,95,285
10751,1444,David Miller,Smartwatch,2,2025-04-25,Vancouver,200,400
10752,729,John Davis,Monitor,4,2025-05-27,Toronto,300,1200
10753,1301,Sarah Johnson,Printer,1,2025-09-19,Vancouver,180,180
10754,1021,David Brown,Headphones,1,2025-02-22,Calgary,120,120
10755,761,Linda Garcia,Printer,2,2024-07-20,Vancouver,180,360
10756,676,James Brown,Smartwatch,2,2025-10-13,Montreal,200,400
10757,1418,Sophia Johnson,Bluetooth Speaker,2,2025-10-19,Vancouver,150,300
10758,1893,Emma Wilson,Keyboard,2,2025-04-06,Ottawa,45,90
10759,457,Sarah Smith,Monitor,2,2024-07-20,Calgary,300,600
10760,920,Sophia Davis,External Hard Drive,4,2024-05-31,Ottawa,95,380
10761,192,David Taylor,Mouse,4,2024-08-09,Vancouver,30,120
10762,739,David Davis,Mouse,3,2024-03-19,Ottawa,30,90
10763,1713,David Garcia,Mouse,2,2024-07-18,Toronto,30,60
10764,1123,Linda Jones,Headphones,1,2024-04-08,Vancouver,120,120
10765,1572,Daniel Johnson,External Hard Drive,1,2024-07-31,Ottawa,95,95
10766,978,John Garcia,Monitor,2,2024-05-22,Montreal,300,600
10767,1009,Alex Davis,Keyboard,2,2025-12-02,Vancouver,45,90
10768,96,Emma Garcia,Printer,2,2025-01-23,Toronto,180,360
10769,1688,Linda Taylor,External Hard Drive,2,2025-01-08,Montreal,95,190
10770,663,Daniel Davis,External Hard Drive,2,2024-02-21,Vancouver,95,190
10771,1214,Emma Jones,Smartwatch,1,2025-09-15,Montreal,200,200
10772,1760,Sophia Johnson,Bluetooth Speaker,3,2024-05-14,Vancouver,150,450
10773,37,James Williams,Mouse,2,2025-02-14,Vancouver,30,60
10774,1804,Daniel Smith,Laptop,2,2025-04-14,Calgary,850,1700
10775,1393,James Miller,Monitor,2,2024-04-21,Ottawa,300,600
10776,1719,Sophia Jones,Smartwatch,4,2025-06-08,Vancouver,200,800
10777,1549,John Smith,Bluetooth Speaker,1,2024-02-13,Toronto,150,150
10778,279,Daniel Taylor,Bluetooth Speaker,1,2025-01-31,Ottawa,150,150
10779,217,Linda Taylor,Smartphone,3,2025-08-07,Calgary,600,1800
10780,867,David Smith,Mouse,4,2024-09-17,Ottawa,30,120
10781,873,Linda Miller,Smartphone,4,2025-06-28,Ottawa,600,2400
10782,1822,Alex Garcia,Smartwatch,4,2025-01-22,Vancouver,200,800
10783,1297,John Smith,Bluetooth Speaker,3,2025-04-20,Toronto,150,450
10784,1905,Linda Taylor,Laptop,3,2025-02-13,Vancouver,850,2550
10785,62,John Miller,Monitor,3,2025-08-02,Toronto,300,900
10786,596,John Miller,Smartphone,4,2024-01-16,Toronto,600,2400
10787,1904,Alex Garcia,Bluetooth Speaker,1,2025-10-23,Montreal,150,150
10788,729,Linda Smith,Monitor,4,2024-04-11,Vancouver,300,1200
10789,1366,David Garcia,Mouse,3,2024-07-04,Calgary,30,90
10790,397,Alex Miller,Printer,4,2024-01-25,Ottawa,180,720
10791,699,David Miller,Monitor,2,2024-03-12,Montreal,300,600
10792,1043,Emma Smith,Bluetooth Speaker,4,2025-08-15,Calgary,150,600
10793,177,James Wilson,Smartwatch,4,2025-07-26,Vancouver,200,800
10794,1636,Mary Taylor,Smartphone,1,2024-01-18,Toronto,600,600
10795,396,David Taylor,Smartphone,1,2025-07-23,Vancouver,600,600
10796,445,Sarah Miller,Keyboard,1,2024-11-27,Vancouver,45,45
10797,1257,Linda Johnson,Bluetooth Speaker,2,2025-07-22,Montreal,150,300
10798,1939,Mary Williams,Keyboard,1,2024-04-06,Calgary,45,45
10799,76,John Wilson,Laptop,2,2025-12-27,Montreal,850,1700
10800,265,James Davis,Laptop,3,2024-01-12,Calgary,850,2550
10801,455,Alex Brown,Bluetooth Speaker,1,2024-01-11,Montreal,150,150
10802,1820,John Brown,Smartphone,4,2024-06-11,Ottawa,600,2400
10803,718,Alex Williams,Mouse,4,2024-10-09,Toronto,30,120
10804,735,Sarah Brown,Headphones,2,2025-12-29,Toronto,120,240
10805,1408,Emma Garcia,Laptop,1,2024-08-28,Toronto,850,850
10806,1588,Sophia Smith,Smartphone,4,2024-02-14,Ottawa,600,2400
10807,851,James Johnson,External Hard Drive,3,2025-08-15,Ottawa,95,285
10808,1530,John Brown,External Hard Drive,1,2024-09-11,Toronto,95,95
10809,1391,Sarah Miller,Keyboard,3,2024-03-07,Toronto,45,135
10810,144,Emma Jones,Monitor,4,2025-09-05,Calgary,300,1200
10811,885,Sarah Garcia,Mouse,1,2025-08-25,Calgary,30,30
10812,1093,Sarah Taylor,Keyboard,2,2024-02-11,Vancouver,45,90
10813,1123,Mary Brown,External Hard Drive,4,2025-01-18,Montreal,95,380
10814,396,Linda Garcia,Mouse,3,2025-08-11,Calgary,30,90
10815,1049,Sophia Wilson,Headphones,1,2024-08-21,Calgary,120,120
10816,948,James Johnson,Monitor,3,2025-12-14,Calgary,300,900
10817,891,Sophia Davis,Keyboard,3,2025-04-29,Calgary,45,135
10818,1493,Sophia Brown,External Hard Drive,2,2024-02-08,Ottawa,95,190
10819,1508,James Taylor,Laptop,2,2024-01-11,Vancouver,850,1700
10820,1589,Daniel Brown,Laptop,4,2025-09-15,Calgary,850,3400
10821,1175,Emma Miller,Keyboard,2,2025-02-12,Montreal,45,90
10822,1168,Mary Johnson,Headphones,2,2024-04-17,Calgary,120,240
10823,569,David Jones,Headphones,4,2024-04-03,Ottawa,120,480
10824,1063,James Johnson,Bluetooth Speaker,4,2024-03-24,Toronto,150,600
10825,109,James Jones,Monitor,4,2024-02-27,Toronto,300,1200
10826,1717,Linda Garcia,Smartphone,4,2024-10-19,Vancouver,600,2400
10827,1066,Emma Williams,Headphones,3,2024-01-16,Toronto,120,360
10828,1210,James Miller,Monitor,3,2025-04-21,Calgary,300,900
10829,935,Emma Johnson,Headphones,4,2025-08-27,Ottawa,120,480
10830,398,Sophia Taylor,Bluetooth Speaker,4,2024-06-13,Vancouver,150,600
10831,1247,Daniel Jones,Printer,1,2025-03-12,Calgary,180,180
10832,634,Emma Williams,Headphones,1,2025-12-27,Toronto,120,120
10833,1157,Linda Garcia,Monitor,1,2025-10-17,Montreal,300,300
10834,1187,Alex Taylor,Bluetooth Speaker,2,2025-02-06,Calgary,150,300
10835,1239,John Williams,Bluetooth Speaker,3,2025-01-20,Montreal,150,450
10836,733,Sarah Smith,Monitor,3,2024-05-17,Montreal,300,900
10837,235,Daniel Brown,Monitor,1,2025-12-16,Vancouver,300,300
10838,1867,David Miller,Laptop,1,2025-12-22,Ottawa,850,850
10839,658,Sophia Miller,Printer,3,2025-06-14,Toronto,180,540
10840,751,Alex Miller,Bluetooth Speaker,2,2024-10-19,Toronto,150,300
10841,588,John Williams,Laptop,1,2025-04-19,Calgary,850,850
10842,1033,Linda Davis,Mouse,4,2025-04-06,Toronto,30,120
10843,1098,Emma Brown,Keyboard,1,2025-01-07,Vancouver,45,45
10844,954,Daniel Davis,Keyboard,3,2024-06-10,Toronto,45,135
10845,492,John Johnson,Bluetooth Speaker,3,2025-10-03,Calgary,150,450
10846,913,John Wilson,Laptop,1,2024-02-13,Toronto,850,850
10847,1277,Daniel Davis,Printer,1,2024-03-23,Ottawa,180,180
10848,1254,Emma Brown,Printer,4,2025-09-27,Montreal,180,720
10849,1543,David Williams,Mouse,4,2025-06-22,Montreal,30,120
10850,1198,James Wilson,Bluetooth Speaker,2,2025-06-02,Montreal,150,300
10851,1677,Mary Garcia,Headphones,2,2025-02-14,Ottawa,120,240
10852,1192,Daniel Taylor,Mouse,4,2024-12-06,Vancouver,30,120
10853,170,Emma Wilson,Laptop,2,2025-12-11,Calgary,850,1700
10854,1417,Emma Davis,Headphones,2,2025-09-15,Ottawa,120,240
10855,946,Daniel Wilson,Keyboard,1,2024-03-29,Calgary,45,45
10856,795,Alex Williams,Smartwatch,4,2025-10-01,Vancouver,200,800
10857,634,Mary Taylor,Keyboard,1,2024-08-17,Ottawa,45,45
10858,1218,Alex Jones,Bluetooth Speaker,1,2024-01-18,Toronto,150,150
10859,1541,David Miller,Monitor,2,2025-11-03,Vancouver,300,600
10860,29,James Davis,Keyboard,1,2024-10-07,Montreal,45,45
10861,1189,John Johnson,External Hard Drive,3,2025-02-25,Ottawa,95,285
10862,1446,Daniel Taylor,Keyboard,2,2025-11-08,Vancouver,45,90
10863,339,Mary Miller,Keyboard,3,2025-12-02,Vancouver,45,135
10864,1672,John Brown,Keyboard,2,2024-12-03,Ottawa,45,90
10865,1520,Mary Brown,Keyboard,1,2024-09-22,Montreal,45,45
10866,1389,David Taylor,Headphones,2,2024-12-20,Montreal,120,240
10867,1857,Linda Wilson,Headphones,3,2024-12-25,Vancouver,120,360
10868,1366,Emma Williams,Keyboard,2,2024-08-04,Calgary,45,90
10869,500,James Miller,Smartphone,3,2024-11-16,Vancouver,600,1800
10870,1681,Mary Taylor,Smartphone,4,2025-12-19,Ottawa,600,2400
10871,511,Sophia Davis,Headphones,1,2025-10-26,Ottawa,120,120
10872,1351,James Garcia,Smartwatch,3,2025-11-23,Ottawa,200,600
10873,217,John Smith,Monitor,4,2024-07-30,Montreal,300,1200
10874,1325,Sophia Williams,Mouse,1,2024-07-21,Toronto,30,30
10875,1156,David Garcia,External Hard Drive,4,2025-12-17,Ottawa,95,380
10876,1828,David Taylor,External Hard Drive,3,2024-06-01,Ottawa,95,285
10877,1094,Sarah Miller,Keyboard,1,2025-11-12,Calgary,45,45
10878,1276,David Davis,Smartwatch,4,2025-03-04,Calgary,200,800
10879,1439,Emma Davis,Smartphone,3,2024-10-13,Vancouver,600,1800
10880,1811,Sarah Jones,Smartphone,4,2024-11-16,Vancouver,600,2400
10881,445,Alex Williams,Smartwatch,1,2025-03-11,Vancouver,200,200
10882,876,Sarah Brown,Monitor,1,2025-08-14,Ottawa,300,300
10883,1206,Emma Jones,Headphones,1,2025-05-10,Calgary,120,120
10884,167,David Davis,Monitor,3,2025-08-26,Vancouver,300,900
10885,91,Sarah Williams,Bluetooth Speaker,4,2024-05-28,Calgary,150,600
10886,714,Daniel Miller,Bluetooth Speaker,4,2025-06-25,Ottawa,150,600
10887,1882,Sarah Johnson,Smartphone,3,2025-09-26,Ottawa,600,1800
10888,1555,Linda Johnson,Mouse,1,2025-04-26,Vancouver,30,30
10889,39,David Miller,Bluetooth Speaker,2,2024-11-21,Ottawa,150,300
10890,1150,Sarah Brown,Smartphone,1,2024-01-29,Ottawa,600,600
10891,1475,James Johnson,Keyboard,2,2024-09-15,Calgary,45,90
10892,173,Linda Williams,Printer,1,2025-11-28,Toronto,180,180
10893,653,Linda Williams,Printer,3,2024-03-15,Montreal,180,540
10894,754,Sarah Williams,Laptop,2,2025-07-10,Vancouver,850,1700
10895,1244,Daniel Davis,Keyboard,3,2025-08-03,Toronto,45,135
10896,1662,Alex Brown,Printer,2,2025-05-12,Vancouver,180,360
10897,1082,Linda Miller,Monitor,4,2025-02-19,Toronto,300,1200
10898,1684,Sarah Wilson,Laptop,2,2025-12-22,Ottawa,850,1700
10899,476,Sarah Wilson,Smartphone,2,2024-12-05,Vancouver,600,1200
10900,456,Sarah Johnson,Smartwatch,2,2024-11-03,Toronto,200,400
10901,829,Mary Jones,Smartwatch,4,2025-12-04,Montreal,200,800
10902,895,Sarah Davis,Smartphone,3,2025-09-06,Ottawa,600,1800
10903,1385,David Miller,Mouse,4,2024-08-28,Vancouver,30,120
10904,1959,Emma Williams,Smartphone,2,2024-09-09,Vancouver,600,1200
10905,1025,Mary Taylor,Headphones,1,2024-08-07,Toronto,120,120
10906,387,Daniel Taylor,Smartwatch,4,2025-01-31,Vancouver,200,800
10907,1997,James Williams,Printer,1,2024-12-01,Ottawa,180,180
10908,348,Alex Taylor,External Hard Drive,4,2025-12-29,Calgary,95,380
10909,190,Alex Wilson,Laptop,4,2025-12-14,Toronto,850,3400
10910,505,David Brown,Mouse,2,2024-01-29,Montreal,30,60
10911,1215,David Johnson,Bluetooth Speaker,3,2025-05-08,Vancouver,150,450
10912,1532,Sarah Taylor,Keyboard,3,2025-12-24,Ottawa,45,135
10913,1393,Mary Johnson,Mouse,2,2025-05-16,Vancouver,30,60
10914,1433,Sophia Smith,Bluetooth Speaker,4,2024-06-02,Montreal,150,600
10915,824,James Jones,Mouse,3,2024-08-18,Ottawa,30,90
10916,929,Sophia Smith,External Hard Drive,3,2024-04-11,Montreal,95,285
10917,934,James Jones,Mouse,3,2024-06-25,Ottawa,30,90
10918,1141,Sarah Davis,Printer,2,2025-11-23,Calgary,180,360
10919,134,Emma Johnson,Smartphone,1,2024-08-19,Ottawa,600,600
10920,58,John Smith,Headphones,1,2024-01-12,Montreal,120,120
10921,1580,John Jones,Laptop,1,2024-07-04,Toronto,850,850
10922,685,Emma Davis,Smartwatch,1,2024-09-22,Calgary,200,200
10923,672,Mary Taylor,Bluetooth Speaker,1,2024-05-14,Vancouver,150,150
10924,173,Sophia Williams,Laptop,3,2024-01-31,Calgary,850,2550
10925,1853,Alex Taylor,Mouse,3,2025-03-31,Calgary,30,90
10926,815,Sophia Johnson,Smartphone,4,2024-09-15,Vancouver,600,2400
10927,1173,Alex Brown,Laptop,3,2024-04-13,Ottawa,850,2550
10928,80,Emma Smith,Smartphone,2,2025-03-06,Calgary,600,1200
10929,886,Linda Johnson,Bluetooth Speaker,4,2025-01-16,Calgary,150,600
10930,1237,John Johnson,Printer,3,2025-04-13,Toronto,180,540
10931,203,Linda Williams,Printer,4,2025-05-27,Toronto,180,720
10932,764,Linda Wilson,Smartphone,4,2024-07-25,Montreal,600,2400
10933,1253,Emma Taylor,Smartphone,1,2025-10-08,Vancouver,600,600
10934,1700,Sophia Smith,Headphones,4,2025-03-22,Ottawa,120,480
10935,1251,Sophia Wilson,Keyboard,3,2024-03-29,Ottawa,45,135
10936,1683,Linda Taylor,Headphones,1,2024-07-13,Montreal,120,120
10937,1556,David Miller,Laptop,3,2025-02-17,Ottawa,850,2550
10938,1465,Linda Wilson,Monitor,1,2024-05-01,Ottawa,300,300
10939,1426,Sarah Johnson,Headphones,3,2025-04-06,Toronto,120,360
10940,47,Daniel Johnson,Laptop,1,2024-04-25,Ottawa,850,850
10941,1257,Emma Wilson,Smartwatch,1,2024-07-14,Ottawa,200,200
10942,1329,Mary Garcia,Laptop,2,2024-02-05,Montreal,850,1700
10943,1550,Daniel Taylor,Laptop,3,2024-03-07,Montreal,850,2550
10944,1167,Daniel Taylor,Smartphone,4,2025-10-06,Calgary,600,2400
10945,1439,Daniel Johnson,External Hard Drive,1,2024-10-07,Ottawa,95,95
10946,1537,Sarah Davis,Mouse,3,2025-04-23,Ottawa,30,90
10947,1397,Mary Smith,Smartphone,1,2024-01-11,Ottawa,600,600
10948,1590,Alex Williams,Smartphone,2,2025-12-30,Toronto,600,1200
10949,1910,Sophia Miller,External Hard Drive,2,2024-11-17,Ottawa,95,190
10950,1283,Mary Wilson,External Hard Drive,2,2025-10-29,Toronto,95,190
10951,656,Mary Jones,Mouse,2,2024-08-27,Calgary,30,60
10952,471,Sarah Davis,Monitor,4,2024-02-29,Vancouver,300,1200
10953,1977,Sophia Jones,Smartwatch,4,2025-10-11,Ottawa,200,800
10954,971,Emma Jones,Headphones,1,2025-07-15,Montreal,120,120
10955,1036,Mary Garcia,Laptop,3,2025-11-09,Montreal,850,2550
10956,1354,Mary Taylor,Headphones,2,2024-06-13,Ottawa,120,240
10957,736,Linda Garcia,Printer,2,2024-07-07,Toronto,180,360
10958,784,Linda Williams,Bluetooth Speaker,4,2025-05-01,Montreal,150,600
10959,968,Sarah Miller,Monitor,4,2024-04-01,Montreal,300,1200
10960,358,Sarah Garcia,Bluetooth Speaker,2,2024-10-15,Calgary,150,300
10961,972,Daniel Smith,Laptop,3,2025-05-23,Calgary,850,2550
10962,1432,Sarah Williams,External Hard Drive,1,2024-03-15,Calgary,95,95
10963,668,Mary Miller,Laptop,1,2025-07-10,Montreal,850,850
10964,373,Alex Davis,Smartwatch,1,2025-03-03,Montreal,200,200
10965,1032,David Williams,Headphones,1,2025-01-19,Ottawa,120,120
10966,1146,David Garcia,Mouse,3,2024-02-22,Ottawa,30,90
10967,1372,Alex Davis,Keyboard,3,2024-06-23,Toronto,45,135
10968,676,Linda Smith,Keyboard,3,2025-11-03,Montreal,45,135
10969,90,James Davis,Mouse,4,2025-08-01,Ottawa,30,120
10970,1672,John Wilson,External Hard Drive,2,2025-04-18,Ottawa,95,190
10971,698,Linda Johnson,Keyboard,3,2024-12-26,Calgary,45,135
10972,1340,David Williams,External Hard Drive,1,2024-09-26,Calgary,95,95
10973,1202,James Garcia,Smartphone,3,2025-02-10,Calgary,600,1800
10974,540,John Jones,Smartwatch,2,2024-05-03,Vancouver,200,400
10975,732,Alex Smith,Monitor,4,2025-11-24,Ottawa,300,1200
10976,869,Alex Miller,Headphones,1,2025-01-10,Calgary,120,120
10977,41,James Garcia,Headphones,4,2025-01-26,Calgary,120,480
10978,740,Sarah Brown,Monitor,3,2024-06-30,Montreal,300,900
10979,1728,David Wilson,Laptop,1,2024-02-05,Calgary,850,850
10980,1947,Linda Wilson,Laptop,1,2024-07-30,Montreal,850,850
10981,502,Linda Johnson,Bluetooth Speaker,3,2024-05-13,Toronto,150,450
10982,959,David Wilson,Laptop,3,2025-11-20,Calgary,850,2550
10983,1169,Sophia Davis,External Hard Drive,2,2025-11-08,Montreal,95,190
10984,1225,John Williams,Mouse,3,2025-05-05,Calgary,30,90
10985,929,James Davis,Smartphone,3,2025-03-13,Toronto,600,1800
10986,1748,Linda Garcia,Monitor,3,2024-02-15,Calgary,300,900
10987,461,Linda Taylor,External Hard Drive,1,2025-10-29,Montreal,95,95
10988,732,Alex Williams,External Hard Drive,2,2025-02-04,Toronto,95,190
10989,752,Alex Smith,Bluetooth Speaker,1,2025-05-02,Toronto,150,150
10990,925,Emma Jones,External Hard Drive,3,2025-03-07,Toronto,95,285
10991,909,John Smith,Smartwatch,2,2025-03-03,Vancouver,200,400
10992,1582,Mary Williams,Laptop,3,2025-07-25,Montreal,850,2550
10993,1571,Linda Garcia,Headphones,1,2025-05-31,Vancouver,120,120
10994,1277,Alex Smith,Smartwatch,1,2025-04-06,Toronto,200,200
10995,390,Alex Brown,Smartphone,3,2024-06-29,Vancouver,600,1800
10996,1618,David Williams,Smartphone,2,2024-05-24,Calgary,600,1200
10997,883,Sarah Wilson,Smartphone,1,2024-09-21,Vancouver,600,600
10998,256,James Williams,Laptop,3,2025-02-09,Ottawa,850,2550
10999,709,Alex Miller,External Hard Drive,4,2025-04-28,Toronto,95,380
11000,1839,Alex Miller,Smartphone,3,2025-04-26,Toronto,600,1800
11001,1945,Daniel Miller,Monitor,3,2024-08-24,Montreal,300,900
11002,450,Sarah Jones,Headphones,2,2025-06-08,Calgary,120,240
11003,10,Linda Brown,External Hard Drive,3,2024-12-04,Montreal,95,285
11004,824,Sophia Williams,Bluetooth Speaker,4,2024-09-24,Vancouver,150,600
11005,798,Sophia Taylor,Laptop,3,2024-09-22,Ottawa,850,2550
11006,1266,Emma Brown,Mouse,4,2025-06-11,Ottawa,30,120
11007,1275,Emma Davis,Smartwatch,1,2024-04-01,Ottawa,200,200
11008,877,Daniel Williams,Printer,3,2024-09-04,Ottawa,180,540
11009,1029,Sophia Brown,Smartwatch,2,2024-01-19,Calgary,200,400
11010,1143,James Brown,Smartphone,3,2025-01-24,Vancouver,600,1800
11011,1016,James Taylor,Headphones,4,2025-01-22,Ottawa,120,480
11012,1825,Emma Miller,Bluetooth Speaker,4,2025-09-06,Toronto,150,600
11013,374,Mary Brown,External Hard Drive,2,2024-04-04,Vancouver,95,190
11014,1089,Linda Williams,Monitor,4,2025-03-05,Calgary,300,1200
11015,146,Linda Smith,Keyboard,3,2025-12-25,Ottawa,45,135
11016,224,Emma Smith,Smartwatch,4,2024-02-06,Calgary,200,800
11017,1263,Alex Garcia,Keyboard,3,2025-01-27,Ottawa,45,135
11018,177,Sophia Williams,External Hard Drive,3,2025-07-26,Toronto,95,285
11019,1803,Linda Garcia,Headphones,4,2024-10-17,Vancouver,120,480
11020,853,James Davis,Keyboard,2,2024-10-29,Toronto,45,90
11021,1306,Sarah Wilson,Smartwatch,1,2025-02-04,Ottawa,200,200
11022,63,Emma Miller,Mouse,2,2024-12-09,Montreal,30,60
11023,1241,Alex Jones,Printer,1,2025-06-01,Vancouver,180,180
11024,1878,David Jones,Keyboard,2,2025-01-11,Calgary,45,90
11025,827,Sophia Wilson,Mouse,3,2024-06-13,Ottawa,30,90
11026,795,Daniel Miller,Mouse,3,2024-01-13,Toronto,30,90
11027,689,Linda Wilson,Smartphone,4,2024-01-25,Montreal,600,2400
11028,1485,Sarah Miller,Printer,1,2024-05-02,Ottawa,180,180
11029,1953,Sarah Smith,Monitor,1,2024-05-08,Calgary,300,300
11030,1634,James Taylor,Smartwatch,4,2025-09-25,Toronto,200,800
11031,105,Linda Wilson,Bluetooth Speaker,2,2025-06-30,Vancouver,150,300
11032,1123,James Davis,External Hard Drive,4,2025-08-17,Montreal,95,380
11033,511,Mary Wilson,Bluetooth Speaker,2,2024-11-04,Ottawa,150,300
11034,385,Emma Wilson,Keyboard,4,2025-03-11,Ottawa,45,180
11035,405,Linda Brown,Printer,1,2024-06-30,Ottawa,180,180
11036,823,John Williams,Keyboard,1,2025-08-10,Ottawa,45,45
11037,518,Alex Smith,Printer,2,2025-09-07,Toronto,180,360
11038,476,Alex Williams,Smartwatch,1,2024-02-12,Vancouver,200,200
11039,709,Sophia Wilson,External Hard Drive,1,2025-02-07,Calgary,95,95
11040,1887,Alex Miller,External Hard Drive,1,2025-08-27,Montreal,95,95
11041,1669,Emma Jones,Smartwatch,1,2025-10-17,Ottawa,200,200
11042,1894,Linda Williams,Monitor,3,2025-08-12,Ottawa,300,900
11043,771,Emma Miller,Mouse,4,2024-09-19,Vancouver,30,120
11044,1461,James Wilson,Printer,4,2024-03-10,Vancouver,180,720
11045,1047,Emma Davis,Laptop,3,2025-10-22,Toronto,850,2550
11046,997,Linda Smith,Laptop,1,2024-10-18,Toronto,850,850
11047,1589,Mary Smith,Mouse,4,2024-08-01,Toronto,30,120
11048,677,Daniel Taylor,Keyboard,4,2024-05-26,Montreal,45,180
11049,714,Emma Wilson,Printer,4,2024-01-25,Toronto,180,720
11050,1482,James Johnson,Headphones,2,2024-11-18,Ottawa,120,240
11051,83,Linda Williams,External Hard Drive,3,2024-04-18,Toronto,95,285
11052,1169,John Smith,Bluetooth Speaker,2,2025-11-23,Montreal,150,300
11053,1109,David Johnson,Headphones,2,2024-09-07,Toronto,120,240
11054,1102,Sarah Smith,Bluetooth Speaker,3,2025-04-26,Toronto,150,450
11055,457,Sarah Miller,External Hard Drive,4,2025-12-15,Ottawa,95,380
11056,1902,Emma Williams,Laptop,2,2025-11-12,Ottawa,850,1700
11057,1,John Davis,Smartwatch,4,2024-06-23,Ottawa,200,800
11058,51,Mary Wilson,Monitor,2,2024-12-12,Toronto,300,600
11059,685,Alex Garcia,Smartphone,4,2024-06-18,Ottawa,600,2400
11060,717,Sophia Brown,Keyboard,1,2024-01-02,Vancouver,45,45
11061,1796,Sarah Johnson,Mouse,1,2025-10-07,Calgary,30,30
11062,1470,Sarah Wilson,Laptop,1,2025-09-30,Calgary,850,850
11063,449,Mary Brown,Smartwatch,3,2025-07-11,Ottawa,200,600
11064,881,Sarah Jones,Smartwatch,1,2025-12-06,Montreal,200,200
11065,488,John Davis,Bluetooth Speaker,2,2024-12-27,Ottawa,150,300
11066,1824,Emma Davis,Smartwatch,4,2025-12-21,Ottawa,200,800
11067,34,Daniel Williams,Printer,4,2024-10-22,Toronto,180,720
11068,1372,Linda Johnson,Keyboard,4,2025-07-23,Montreal,45,180
11069,95,Sarah Johnson,Smartphone,4,2025-08-12,Ottawa,600,2400
11070,1096,Emma Jones,Laptop,2,2024-07-20,Vancouver,850,1700
11071,1575,James Smith,Printer,4,2024-10-15,Calgary,180,720
11072,154,Emma Taylor,Laptop,2,2024-03-02,Vancouver,850,1700
11073,250,James Taylor,Monitor,2,2025-05-16,Vancouver,300,600
11074,674,Linda Miller,Smartphone,4,2024-05-05,Vancouver,600,2400
11075,438,Sophia Garcia,Smartwatch,4,2024-02-18,Montreal,200,800
11076,118,Linda Brown,Monitor,4,2025-08-22,Montreal,300,1200
11077,771,David Johnson,Bluetooth Speaker,2,2024-06-27,Montreal,150,300
11078,1915,David Wilson,Monitor,3,2025-08-03,Calgary,300,900
11079,1330,Emma Smith,Headphones,2,2025-05-07,Toronto,120,240
11080,268,Emma Jones,Bluetooth Speaker,3,2025-03-08,Ottawa,150,450
11081,1985,Linda Davis,Smartphone,4,2025-07-25,Ottawa,600,2400
11082,1078,Daniel Miller,Keyboard,2,2024-10-28,Toronto,45,90
11083,236,David Davis,Headphones,4,2024-06-17,Ottawa,120,480
11084,389,John Jones,Laptop,3,2024-09-25,Vancouver,850,2550
11085,990,Mary Williams,Mouse,3,2024-12-29,Calgary,30,90
11086,1758,James Jones,Mouse,2,2025-09-15,Ottawa,30,60
11087,763,Linda Johnson,Headphones,2,2024-04-09,Calgary,120,240
11088,1849,Alex Davis,Keyboard,2,2024-08-02,Toronto,45,90
11089,401,Mary Miller,Printer,2,2025-09-16,Ottawa,180,360
11090,624,David Taylor,Mouse,1,2024-04-06,Calgary,30,30
11091,767,John Taylor,Headphones,1,2025-09-21,Vancouver,120,120
11092,1327,Sarah Johnson,Smartphone,4,2025-07-01,Vancouver,600,2400
11093,919,Sarah Smith,External Hard Drive,3,2024-12-02,Toronto,95,285
11094,1231,Mary Garcia,Keyboard,3,2024-12-24,Montreal,45,135
11095,1253,Linda Johnson,Keyboard,4,2024-10-16,Ottawa,45,180
11096,853,Linda Taylor,Printer,4,2025-01-30,Vancouver,180,720
11097,1934,Daniel Davis,Bluetooth Speaker,4,2024-12-25,Vancouver,150,600
11098,578,Daniel Jones,Smartwatch,1,2024-12-12,Toronto,200,200
11099,75,James Davis,Mouse,4,2024-05-03,Vancouver,30,120
11100,435,Alex Davis,Smartwatch,3,2025-07-05,Ottawa,200,600
11101,103,John Wilson,Smartwatch,4,2025-10-14,Toronto,200,800
11102,1446,Emma Miller,Smartphone,2,2025-06-21,Calgary,600,1200
